Stars,Titles,Reviews
5,Worth the money and good quality,"Quality is really good features are all as given works perfectly and worth the money useful for daily work and small travels fits the laptop perfectly and u can keep easily 5 pairs of clothing if ur traveling and the small pouches at front are quite useful for keys and phone and other small items
Easily convertible form side bag to a bagpack"
5,Good product,Good product
4,Strong and stylish,
5,Product,Liked it value for money.
4,"Looks great, not very practical with respect to space","Looks great, not very practical with respect to space"
4,Good and quality products,It’s better than leather bag seriously !!
5,Fantastic Laptop Bag,"First of all i would thank the mfr FATMUG for an excellent product, its a complete and very convenient bag with enough of pockets and a decent strap for your laptop and even tablet. The bag is really light and you dont feel it on your shoulder and the back muscles. I took this bag to my official trip to delhi as well."
5,Best Laptop Bag," Totally worth the money. Color is bit darker than what is shown in the app but this color is better than what is shown. It has sooo many pockets to carry everything. Plus it can be carried like a briefcase, on one side shoulder and also as a back pack. It has provision for everything. Loved the bag. Only thing i wish it would be made water resistant. But the cloth is very sturdy & will last long"
4,Very good,Like
5,Awesome Product,"Play Video
 It is sturdy, spacious and looks good with formal attire.
Definitely 5 stars."
4,Worth for money,"It good for frequently traveller, we can carry number of items in this. Good space and holders."
5,"Excellent bag, amazing premium material and premium design.","You guys are providing such a premium material and design for such a great price, may I suggest you to get in to manufacturing flat hats(golf flat caps/news boy hat), a well designed cotton and comfort material can make a very successful product. Other manufactures in the segment are looting people a lot."
5,Nice 👜,Good so good
5,worth buying,"Good design, material and finishing. We get enough compartments for everything. Nice colour."
4,Great Purchase,"Go for it, it's good for quality and it looks really nice,
It is slightly heavy-weight and doesn't look like an office bag."
4,Not that good,The design and the bag meterials are good but the zipper is really bad... I don't know how long it stays.. may be a few months or less... They clearly took advantage of those defects that can be blamed on the customer...
5,Amazing Quality,"Though the bag is little big, but it has to be big else your 15.6/16 inch laptop will not fit.
It has in total 6 pockets outside and 2 huge chains where you can put your all essential in it.
It has even 2 compartments where you can keep your 15.6/16 inch laptop and ipod or 13/14 inch laptop.
100% recommend"
5,Worth every penny,Excellent quality
3,Value for money.,"For the price, this product is worth a buy. You can use it for 1 year for sure."
5,Super quality,Very well made.
5,Good Quality,"Easy to carry and handle , well packed ,best one 🥰❤️"
5,Good bag,Very good bag
5,Super Cool,Very good product
5,Fantastic product for every IT professional,Total value for money and perfect for everyday use.
5,Met my expectations,"Impressed with the design. Have enough compartments and pockets. Worth buying. At this price range I would say it’s more than its price. I use it for my office purpose and it has more than enough space to keep all the stuff including my laptop, tiffin, books, an umbrella, and more."
5,Its was very nice product I liked it thanks, Iam using for my college use nd to carry my Laptop early it was very difficult for me to carry my college bag with my laptop I was looking for it thank you
4,Good Bag for all use,"As other feedbacks say, this has lots of storage space. Lots of zips, very Stuardy and rugged."
3,Product is OK,"With the price tag the bag should be provided with rain cover atleast, not expecting to be fully waterproof.

And hook quality, stitching quality can be improved massively. Hooks are pure pvc, they'll obviously break at some point. Zip are also not of great quality.

Product looks premium but with rain cover and better zip and hook quality, product will definitely be a big hit I would say."
5,Nice,Nice
4,Good stylish bag,Good quality
5,Excellent Quality,Pls buy this product every one
4,So good,"Play Video
 One of the best bag in under 1600 rupees. Quality is very good."
5,Best for office use.,"Good Quality. Fully useful.
Just a bigger size. It helps to organize Laptop, Tablet, Mobile, Money, Books, Pens and many more. Best for office use."
4,Surprised it can withstand bulky books and yet look stylish,"I bought this bag for school. My expectation was really low since it clearly didn't look like it was made for 400 pages long maths book 😅. The idea was to return it the very first day it arrived if it didn't fit with my school books and stationary but boy was I wrong. The books fit in perfectly, and has so many compartments, this way I can use different compartments for different functions. With every pro there is an opposite con (science joke 😂) so there is no place for lunch and snacks, even if you are a small eater you will probably need a lunch bag separately. There is no water compartment, and we can't blame the designer since it was made for a completely different reason, so you will probably need to fit your water bottle in your lunch bag. If you go around these small issues you are buying a perfect bag for school although it wasn't the first idea. I am probably boring you soooo one final thing it is an amazing idea how there is so many way to wear this bag and how you can wear this to your office, school, picnic, etc... you can even use this has a laptop bag. People working in fields such as filmmaker, photographer, etc.. this is perfect for you guys too"
5,Nice,Super nice one
5,The Convertible bag,The bag is really amazing and I even liked the design which is very attractive. Apart from that it really helped me with my shoulder pains as I could use it in multiple ways...
5,Sturdy & Spacious,"Extremely satisfied with the quality and sturdiness of the Bag.
I was initially apprehensive about using a fabric bag, but must say I am much happier and satisfied."
5,Best thing ever bought on amazon,"I am using this bag for almost a year. Only some puller elastic has fallen out . Otherwise my laptop is very secure with this bag, it offers foam on all sides. I even accidentally dropped my bag numerous times while traveling even though nothing happened to the laptop. Very satisfied with this item🤩"
4,Good product at good price.,Best for office use
4,Very good quality,"Very good quality product, but the dimensions of the is not that comfortable when you wear it as a shoulder bag suggest to make the cushions and bit better"
4,"Good Quality, but the bag is slightly heavy","Bag is very good and appealing. It has many pouches to store stuff and the laptop section is segregated with pouches and slides suitable for storing laptop/tablets. But the bug is slightly heavier, may be due to good quality material."
4,Good quality but different color,"Good quality, but it's actually a dark Gray, not light Gray as shown in picture"
4,Bulky,I expected not a bulky bag.
5,"Stylish, Spacious & Strudy",Bought this product for regular office use and the experience is very good. Bag is spacious with enough room for laptop & it's accessories also there is room for small lunch box. Material is very light weighted and the look is very classy. Changing it to a shoulder bag or bagpack is an awesome addon. Will surely recommend this for office personals.
4,Nice for daily office and college use..,
4,Quality,The bag looks very good. But the quality of end points of the belt wasn't good.
5,"Quality, Design,","In every aspect they designed it for day 2day life.
Quality, compartments, zips excellent.
You can carry it as a travel bag, laptop bag,pro executive bag. 5*"
5,Great Bag!,"Great bag and quality is not compromised on anything! it's a briefcase & backpack both as required.

Ample of pockets & space in it!"
5,Good quality product bt a little bit expensive.,"Material, finishing, is good. Looks classy. cushioning for laptop is adequate. But little bit more expensive at 1700 ₹ price tag."
5,Good Quality product,Used 6 months....Material...Finishing ..ease of use...are good...worthy product...hats off to the designer.....
5,Unique and Beautiful,Love this bag. Really nice design and well made. Looks trendy and different from the mass produced bags. Would be great if the material is subjected to some water proofing.
5,Shooting makeup bags,Material is too good . Can useful for shooting makeup bags..
5,Excellent material to carry all my essentials for my tours and travels.,Same as above title review.
5,Good,NA
5,Nice product,V.Nice product
5,"Useful , handy",
4,Good daily use office bag,"Good Sturdy quality and very spacious. Plus with multiple pockets you never miss anything. You can store everything in this bag. Specially electronics and gym clothes.
Just slightly big in size but not that big to make you uncomfortable to carry.
Worth the price!"
5,Excellent for office,Worth to buy.
5,Very attractive and sturdy a must buy,"Loved the style,colour which is dark green and material is very attractive. Love the product"
4,"Looks good and decent quality, chains look ordinary","Overall it is fine, but chains are not moving very smoothly and don’t look high quality"
4,Good product,Bag cover not given
5,Best bag ever buied by me,"Ample amount of space, and the ease of use with two style of carrying like back pack and in hand or on shoulder... Just wow."
5,"Great product, Worth it","Product quality and design is good , definitely a good buy."
5,Extremely good. Very happy.,Extremely good. Very happy.
5,good,good
5,Good quality convertible from formal sling to backpack,"Good quality of zippers and outer material
Thoughtfully made - like concealed shoulder straps, multiple compartments
Looks good"
5,Good quality,Good quality
5,only not a waterproof,good product
4,Genuine Review,Looks and Quality both are extremely satisfying....... And also packaging was good.
5,Good product.,Plethora of options what attracts ones attention.
5,Very nice!,Zipper locks are preety good. Lots of pockets. Little heavy though. But the product quality is good!
5,Quality,Great product value for money
4,Nice bag,Hqving so many separations and useful for travel
5,"Very Nice & specious bag ..,","Fat mug bag is very nice and specious. It good to one day tour also..,"
4,Good looking stylish beg,Good looking beg with multiple pockets.
4,Worth it,"This is comfortable to organise things and for few day travel we can use this comfortably. I usually take 2 laptops with me, this is the best laptop bag to hold the 2 laptops too with additional 2 pairs of clothes. Nice job FatMug keep up the work. Worth each and every penny."
5,Top Notcb product in affordable price.,Dont think just buy. Its best
5,Amazing product.,Its an amazing bag. Adequately big with that premium feel. I will recommend it to everyone.
5,"Good fabric, stitching,model, design and look also great .",Travelling.
4,Very good product,"I bought it for office use. It’s not the most comfortable to the shoulders but the capacity and organisation is very good and with multiple internal as well as external pockets it’s easy to distribute different items into different places.
The quality is very good as well.
Worth the buy"
5,Refreshing to find such a good local brand,"One of my only 2 or 3 reviews in Amazon. Felt compelled to say how good the bag is. So many little thoughful things that are very helpful. And heartwarming to know about their social responsibility and how they employ disadvantaged and donate. And yet manage to create a stunning functional design, craftsmanship and well built product."
4,Premium & Goodlooking,Verry good looking.You will look professional in it. Everyone will ask the name and price of it.
5,Pleasantly Surprised!,"Ok, so just got this bag and the first impression is pretty darn good.

I tend to weigh things from an utility prespective.
So it seems spacious.
Lots and pockets to organize stuff. Like that.
The zippers feel well made.
Fine stiching.
Option to convert to bag pack. Nice touch

I got the dark grey colour. Looks good paired with the brown theme.

The fabric feels sturdy, would have to use to understand how well it actually holds up. For the asking price I would say its a fair ROI, if this holds up well.

Thanks fatmug!"
5,"Good product, value for money!","Good product, bigger than expected, good quality, good space management and value for money!"
5,Best Product,"Very good product, where I can accommodate many items with ease. Worth for the money....🙂"
4,Good Quality Bag for Office,
5,Too Good,"Met Expectations.

Happy with the product"
4,Good Bag but not waterproof,"This bag is excellent in terms of build quality and space, and it has many great features. However, one downside is that it is not waterproof."
5,Astounding product,"Very nice product love the colour and design very nice,loved it....."
5,Multipurpose,It is multipurpose and easy to transform from sling bag to backpack ... quality is decent and multiple pockets are really useful.
4,Worth Buying @ Rs.1499/-,"Product is well crafted with good quality of material. Rs.1499/- is good price for this product but few things to consider. 1) Lots of Zipper which may be not preferable to everyone 2) Bag feels like too bulky if you only buy to carry laptop because here you can also keep lots of other stuff from books and dairies and file folder or some cloths also. 3) A 15.5 inch laptop is the perfect size for this bag if someone has 13.5 or 14 inch laptop then he or she will feel the bulky size of the bag as I felt.
Lots of cabin, lots of zipper pocket helps you to put all your electronics accessories in one place. I have Laptop, Charger, 2 External Hard Drive, small pouch with memory card - adaptor - card reader - pen drive - stylus, 2 notebook and 1 file folder are well fitted in the bag.

So, quality and price is good. rest is your call."
5,Best product,"Play Video
 It was carry very easy in three ways. I suggest to buy this product"
4,Good product,While the bag is great and spacious. The only two issues I have is no proper space for bottle and no waterproofing
5,Veryyyy nicee,"Quality is superb ,the delivery was delayed and the product was also not packed in Amazon packaging but the bag is really nice ,the colour is a bit dark than pictures ,but good quality ,it is gift for my brother and he loved it so 5 stars ."
5,Easy to carry,"Portability, value for money, mutlipurpose"
5,Worth the money and good quality,"Quality is really good features are all as given works perfectly and worth the money useful for daily work and small travels fits the laptop perfectly and u can keep easily 5 pairs of clothing if ur traveling and the small pouches at front are quite useful for keys and phone and other small items
Easily convertible form side bag to a bagpack"
5,Good product,Good product
4,Strong and stylish,
5,Product,Liked it value for money.
4,"Looks great, not very practical with respect to space","Looks great, not very practical with respect to space"
4,Good and quality products,It’s better than leather bag seriously !!
5,Fantastic Laptop Bag,"First of all i would thank the mfr FATMUG for an excellent product, its a complete and very convenient bag with enough of pockets and a decent strap for your laptop and even tablet. The bag is really light and you dont feel it on your shoulder and the back muscles. I took this bag to my official trip to delhi as well."
5,Best Laptop Bag,"Play Video
 Totally worth the money. Color is bit darker than what is shown in the app but this color is better than what is shown. It has sooo many pockets to carry everything. Plus it can be carried like a briefcase, on one side shoulder and also as a back pack. It has provision for everything. Loved the bag. Only thing i wish it would be made water resistant. But the cloth is very sturdy & will last long"
4,Very good,Like
5,Awesome Product," It is sturdy, spacious and looks good with formal attire.
Definitely 5 stars."
4,Worth for money,"It good for frequently traveller, we can carry number of items in this. Good space and holders."
5,"Excellent bag, amazing premium material and premium design.","You guys are providing such a premium material and design for such a great price, may I suggest you to get in to manufacturing flat hats(golf flat caps/news boy hat), a well designed cotton and comfort material can make a very successful product. Other manufactures in the segment are looting people a lot."
5,Nice 👜,Good so good
5,worth buying,"Good design, material and finishing. We get enough compartments for everything. Nice colour."
4,Great Purchase,"Go for it, it's good for quality and it looks really nice,
It is slightly heavy-weight and doesn't look like an office bag."
4,Not that good,The design and the bag meterials are good but the zipper is really bad... I don't know how long it stays.. may be a few months or less... They clearly took advantage of those defects that can be blamed on the customer...
5,Amazing Quality,"Though the bag is little big, but it has to be big else your 15.6/16 inch laptop will not fit.
It has in total 6 pockets outside and 2 huge chains where you can put your all essential in it.
It has even 2 compartments where you can keep your 15.6/16 inch laptop and ipod or 13/14 inch laptop.
100% recommend"
5,Worth every penny,Excellent quality
5,Super quality,Very well made.
5,Good Quality,"Easy to carry and handle , well packed ,best one 🥰❤️"
5,Good bag,Very good bag
5,Super Cool,Very good product
5,Fantastic product for every IT professional,Total value for money and perfect for everyday use.
5,Met my expectations,"Impressed with the design. Have enough compartments and pockets. Worth buying. At this price range I would say it’s more than its price. I use it for my office purpose and it has more than enough space to keep all the stuff including my laptop, tiffin, books, an umbrella, and more."
5,Its was very nice product I liked it thanks,"Play Video
 Iam using for my college use nd to carry my Laptop early it was very difficult for me to carry my college bag with my laptop I was looking for it thank you"
4,Good Bag for all use,"As other feedbacks say, this has lots of storage space. Lots of zips, very Stuardy and rugged."
5,Nice,Nice
4,Good stylish bag,Good quality
5,Excellent Quality,Pls buy this product every one
4,So good, One of the best bag in under 1600 rupees. Quality is very good.
5,Best for office use.,"Good Quality. Fully useful.
Just a bigger size. It helps to organize Laptop, Tablet, Mobile, Money, Books, Pens and many more. Best for office use."
4,Surprised it can withstand bulky books and yet look stylish,"I bought this bag for school. My expectation was really low since it clearly didn't look like it was made for 400 pages long maths book 😅. The idea was to return it the very first day it arrived if it didn't fit with my school books and stationary but boy was I wrong. The books fit in perfectly, and has so many compartments, this way I can use different compartments for different functions. With every pro there is an opposite con (science joke 😂) so there is no place for lunch and snacks, even if you are a small eater you will probably need a lunch bag separately. There is no water compartment, and we can't blame the designer since it was made for a completely different reason, so you will probably need to fit your water bottle in your lunch bag. If you go around these small issues you are buying a perfect bag for school although it wasn't the first idea. I am probably boring you soooo one final thing it is an amazing idea how there is so many way to wear this bag and how you can wear this to your office, school, picnic, etc... you can even use this has a laptop bag. People working in fields such as filmmaker, photographer, etc.. this is perfect for you guys too"
5,Nice,Super nice one
5,The Convertible bag,The bag is really amazing and I even liked the design which is very attractive. Apart from that it really helped me with my shoulder pains as I could use it in multiple ways...
5,Sturdy & Spacious,"Extremely satisfied with the quality and sturdiness of the Bag.
I was initially apprehensive about using a fabric bag, but must say I am much happier and satisfied."
5,Best thing ever bought on amazon,"I am using this bag for almost a year. Only some puller elastic has fallen out . Otherwise my laptop is very secure with this bag, it offers foam on all sides. I even accidentally dropped my bag numerous times while traveling even though nothing happened to the laptop. Very satisfied with this item🤩"
4,Best buy,"Well designed laptop bag, spacious enough even for a 17in laptop and most importantly its lite in weight."
5,Worth for money,Best color and quality
4,Spacious and big bag," Bag is big and spcacious with many pockets.
Can be used as a travel bag also."
5,its very comfortable,really its very comfortable for my official purposes... Great for carrying any amount of luggage
5,Very Nice Product.,Very Nice Product.
5,"Great product, quality and usability","It’s a very good quality product with many pockets. Also various options with straps. Best part shoulder straps are zipped inside if you don’t want it hanging and getting hooked accidentally.

Overall worth the price - I recommend this product"
4,Good,Bag is good only down side is its little heavy
3,Not Worth Buying,"Play Video
 Like -
Only Material and Zipper Quality

Dislikes -

Images shown in picture that it's very spacious but If we talk about space after putting 1 laptop , 2 small diaries , 2 book like catalogs it feels like tourist bag.

You can not carry more than this else you will feel that your bag will be torn apart after few minutes if you will carry that much stuff.

Not comfortable for Daily work use and travel as well,

Not easy to use and carry in daily work-life and travel in occasionally way.

Stitching quality somehow makes you feel like that This is gonna torn apart after carrying some extra weight which you will not feel any other backpacks.

My personal experience and recommendations that don't Go with This.

Meanwhile in same budget either go with some branded backpacks or Add some extra bucks in your budget and go with Hammonds Flycatcher Leather Bags."
3,Good one but it's more like a sales bag,The material is fine. But the bag is too big and it's not for college students or office purposes as it is too big and feels like a sales bag.
3,good material and overall structure but...,"one of it's outer pockets came off because of poor sewing. otherwise it was a good bag, i always carried a lot of weight in it and while it became a bit uncomfortable because of its weight it fared for almost a year which is quite a fair duration of time for all the heft i stored in it. its fabric around the belt joint tore up after 10 months of use."
3,Durability,The material used could have been better. The canvas used could have been thicker and the shoulder strap clips are very flimsy. Overall a good bag with lots of pockets
3,"Almost great, some cheap thing destroying the overall value","The bag is good overall, nearly great. Looks wise it's decent, quality wise almost a semi-premium/ good enough...
#...except with a few cheap components that are spoiling it's reputation.
Like One very strikingly cheap part is the 'metallic-like' lock-clip attached to the plastic hooks of the strap. It's not even basic steel like that of a cheap safety pin. This is perhaps some composite material mixed with Aluminium or something else cheap only. It's looks so thin, and weak and looks like it'll break in to easily.
# They might have saved < 50 paise on that component
# This stupidity & cheapness on behalf of some designers/ quality team, in component sourcing is what destroys the whole effort of the brand to build 'premium'/good quality image!
# I'm taking of merely 2 stars for this as a customer. But if i were the quality head/ business manager in that company, would really not let this pass through."
3,Value for money.,"For the price, this product is worth a buy. You can use it for 1 year for sure."
3,Product is OK,"With the price tag the bag should be provided with rain cover atleast, not expecting to be fully waterproof.

And hook quality, stitching quality can be improved massively. Hooks are pure pvc, they'll obviously break at some point. Zip are also not of great quality.

Product looks premium but with rain cover and better zip and hook quality, product will definitely be a big hit I would say."
2,Quality,Quality is not as good as like price.
3,Below Average,Size too big and material quality is not as per mentioned.
2,"Spacious & comfy, could've been studier","The bag is spacious. But the corners/ material could have been thicker to maintain the square shape of bag..Also, the strap hooks are delicate to handle the total weight (when full). Mine couldn't handle the weight of 2 laptops & strap hooks are slipping/ breaking easily."
2,The quality is sad,"The strap hook came out in a week, the quality is not good"
3,Design is good.,"I like the design. Finishing is not that perfect, I mean stitching. Quality of Fabric and chanin is to be analysed while using.
I don't about water resistance. Need to check.
it's worth for Rs.1000"
3,Falls short of expectations,"Everything is fine with this bag except the shoulder strap hooks.
The strap is strong but hooks are a pain.
The company does not give wty for the same, hooks don't last.
I am not the only one who has faced this issue, so it is not a one off."
2,It's is not at all water resistant.Dont believe this bag in rain.Quality good.,It's is not at all water resistant.Dont believe this bag in rain.
3,It looks bulky,
3,HONEST REVIEW,Overall it is good however the zip are a bit cheap feeling and open on their own the front one especially when any weight is placed with them for hanging purposes
1,Side strap clip missing,"I m very disappointed. Being a new product, I actually can't used the side strap rk hand tye bag as on eof the safety clip is missing. Also want to replace but can't as the mrp tag also I hav thrown away. What can b done."
1,Bad color,"The color seen on website is not same in reality. It's too dark grey...almost blackish!
It spoiled the look of the bag hence I returned it. Still awaiting the refund!"
3,User friendly,"Product not user friendly, stitches came off easily. Bag itself is over weight"
3,Not recommended at this price,"This bag is not suitable to carry heavy things like heavy laptops and stuff. Moreover it doesn't have proper waterproofing. During heavy showers water will sip through the inner fabrics.
The bag looses it's shape quite early. Only plus point of this bag is its looks and 3 in one style and lots of separate compartments.

NOT RECOMMEND AT THIS PRICE."
3,The chains are not fixed properly.,"Play Video
 The product haven’t used yet and chain is defective"
3,Good,"Quality is good. But it's 16.5 inch!! Looks bulky and I'm not sure if this is the size I needed. Anyways if your fine with the size, it's a good buy."
3,Water bottle issue,No pocket for water bottle
3,Ok type,Not as attractive as shown
3,Good Quality,Good quality product but big in size. Not for daily use.
2,Big and bulky,Too Big and bulky. Not for you if you're looking for a lightweight bag.
2,For a messenger bag its too wide,For a messenger bag its too wide
1,Not Waterproof 👎😡,"This bag is not waterproof, water entered my mac book during the rain."
3,Slightly heavy and bulky. Looks good.,"Heavy. Otherwise good looking
Adding a line after a week's usage. The pin holding the side straps gave away. So overall not a good purchase"
1,Office bag,It send me on my address one more extra time I want to reject the parcel
3,Good Material Quality - recieved 1 broken zipper extension hence 3***,"Play Video
 Expected a better quality of zippers for the price point. However the quality of fabric is excellent. Color is very appealing to eyes. Kudos to Amazon for 1 day delivery."
2,The buckles and connecters quality is pathetic,"Had to return because the connectors and buckles were made of cheap plastic and was coming off if worn.
This bag is a copy of clownfish which i found later and returned this and bought the original one."
3,The main pin got disengaged to hold the long strap in just one flight.,The main pin got disengaged to hold the long shoulder strap in just one flight. Couldnt c arry iyt without the strap coming out again and again. Disappointed on what otherwise seemed a good product.
1,Poor quality,I absolutely loved the look of the bag and the amount of space it had... Sadly that's where it ended for me. Barely 4 days of usage and the zip split... And the bag was not even full .. very disappointed... ordered fr a replacement.. let's see how long that one lasts
1,Very bad quality,Material used inside bag is very low quality.stiching is also very bad. Got torn up on the first day of usage. Total disappointment
2,Not recommended,"I did one trip with the bag with normal things one can take on a two day's journey. Unfortunately the buckles and stitches are not strong enough for the weight of things it can hold. As a result, the stitches at the joint of buckles with the body gave up, making a through and through gap in the main compartment. Somehow completed the journey and returned the product immediately."
1,Wrong colour received twice,"I received wrong colour product, I returned the same and 2nd time as well the same happened. Empty bag is bulky, not for daily use as it's very wide. Straps are not so sturdy. Might work if you are 6ft plus and healthy and if you take your car to office."
3,Good but straps not holding the weight,"Though the product was as expected, the quality of the back pack strap seemed to be poor. The brown strap got separated from the stitch after usage in a week's time."
2,Not a long lasting product,Initially it was a good product in all ways but after the daily use of one month only it's inner fabric started teraing automatical from the stitches. And the most important thing is can't return this product after one month.. So in short it's not good for daily use because of bad stitching quality.
1,Don't buy size u see will no be delivered,"Don't buy size u see will no be delivered , I hv returned it same day"
1,"Extremely Poor backpack strap quality, stiching snapped causing the bag to fall. Laptop damaged.","Play Video
 Very disappointing quality. The backpack straps were stiched onto the body with very thin thread. Thanks to this corner cutting the backpack strap snapped off the bag as I was taking the bag off of my bag, the bag fell and it seems the padding for the laptop compartment was skimped on as well as there was significant damage to my laptop body and display after the fall. Extremely disappointing, please avoid if you plan to use the bag for heavy loads (the total weight of the bag when it snapped was about 7kg).

To the bag's credit, it had good spacing and organization in its compartments and seemed of decent quality as well. It seems they cut corners in only the two most important areas."
3,Quality should be more better,Ok
1,,నాకు అమెజాన్ పార్సిల్ అందలేదు
1,"3rd class product ,please don't order","I have used this bag for only 3 days and within 3 days it's chain got damage and lock of Handel also get damage . I have iniciated for refund but picking person not yet come ,it's 7 days now . Don't know what to do .."
3,Ok,"Attract dirt and not easy to wash the cloth is something like that
Dont know what will happen after a full wash"
1,the stitching on the straps is weak and will break,low quality stitching. its been not even a month and the strap stitching is tearing. i will not recommend this product to anyone. dont waste your money
2,Not durable enough,The bag handles are not designed in a proper ways
1,Poor quality product ..Avoid,The bag looks nice in pics but is poor quality. The Buckle broke in one week of usage.
1,Buckle installation faulty,"21/10/2022; bought with lot of expectation after going through the general reviews.

Excited when i saw the product. The material seems durable. Spacy. Also provided 2 ways to carry the bag,and provided space to hide the strap, hence not bulky and quite an ergonomic design.

However, all of this came to halt, when i observed the buckles on the shoulder straps. The left buckle is installed faulty and hence, the strap doesn't stay in position.

This is due to lack of quality check from the sellers side.

We don't pay with faulty currency. Hence kindly be obliged enough to not sell faulty products."
1,Not so happy,The bag seems to be good but was delivered in a dirty state. It is washable so may be that helps.
1,Unsatisfactory,Colour didn't match
2,Colour won’t match.,The colour of the product (navy blue) is completely different that picture.
3,Very heavy,I expected it to be of less weight. Empty bag is also heavy.
1,Dissatisfied with quality,"Even though the bag has features, but the bag is not durable. It's not even two months, but one side arm has broken."
3,Not as good as imagined,"It's large, cumbersome,and in picture appears better than it is in reality. My son developed shoulder pain within a day of use."
1,Bad design and less safe,Worst product and please don't buy guys it is not at all water proof and safe for laptop if it hit ground. Very fatty with few items. Side ways tag you use it will hit your buns for every step. Very pathetic. This is very good for doctors to carry small medicine to nearest patients checkup. Nothing else. Your laptop is in risk if you use this. Over costly. You get best bag in Dell with 600-900rs with fully waterproof and proper locking system to zip.
2,I am disappointed with the product quality and colour. It shld be under 1000.,Quality is not at all shown in the images. It's overpriced and I am highly disappointed with the clr. Think before you invest your money on this product.
2,Bag is good not best. Also it is not waterproof.,Not waterproof
1,Too big,This is for a 20 inch laptop. The bag is too big and bulky.
1,Bag delivered with missing string, Bag was ordered as we need to travel and today we have received the bag without the side string..unfortunately we don't have time to replace or return.
2,Provisions are more than looks,"It has lots of storage provision along with laptop but the bad thing is, it is getting bulged and doesn't look good for office use."
3,All over Good,"Play Video
 Stretching of bag is not good enough."
1,Bag is oversized and return not getting processed,Bag is oversized and doesn’t suit for daily use. I requested for return and refund on the same date of delivery (19//23). Till now it is not collected.
2,Defected,"Play Video
 Stitching is not proper. Runner is defected & some of them are missing"
1,Cheap shoulder strap - unreliable,Overall product quality looked good initially. After a weeks use the shoulder strap just broke and fell down damaging my laptop. Cheap pin was used at joining. I would advise shoppers to avoid.
3,Good,Good
1,Very poor stich quality,"Even though the bag stick quality looks good, wehadto return because of the very poor stich quality and got torn on just 2nd day. Without that I don't understand the use of the bag"
3,Multi purpose laptop bag,Looks bulky
1,Not for everyday use.,"Pros:The bag got many pockets.
Cons:Too heavy."
1,Not comfortable for daily routine.,"Bag is not comfortable for daily routine. I wanted to return but unfortunately missed return dates. Bag is not in use ,using an alternative."
1,Sling strap missing,"This product had no sling belt while delivery. After raising replacement within one week after purchase, still I'm yet to receive the bag."
2,Looks good but quality issues.,The product looks great however but has major quality issues. The zip broke within the first day of usage (it is cheap quality plastic). The initial experience isn't great.
1,Not durable,I am writing this after 5 months usage. The handle came out off stitching
1,Straps tear easily,The bag is very spacious. The only problem is that the brown straps that attach like a backpack tore within two weeks. They couldn’t take the weight. Very disappointed!
2,Xxc,Not that great...it is only worth if u buy for 800inr not more than yhat
1,Received used shabby bag,Bag in shabby condition put for replacement hope I'll get new product. Dear Fatmug kindly look into this issue.
1,Water resistant,Not at all water resistant.
1,Quality Poor,The shoulder strap damaged in a week of daily normal office use
2,Quality is not good,For car users is fine
1,Not as advertised color,Colour not as advertised. (Dark grey)
1,Not happy with the product. The stitching has started to come off within 3 months,
1,The bag strap buckle is broken after one week of use.,The bag strap buckle is broken after one week of use.
1,Poor quality,Looks cheap
1,Pathetic,"Dont buy..

Quality is not good ."
1,Product quality is bad for the piece I received as it was dirty from back,Condition was bad n it was dirty from back. I had to clean it. It smells bad n say her bad
1,Received a used laptop bag with oil stains,The product has been used extensively as seen from the oil stain and edges fraying. It is very disappointing especially since I placed the order after reading reviews
1,Broke after two trips,I loved this bag. It was very convenient and easy travel with. Until my second trip when the strap broke. The cheap plastic snap broke. Now it’s unusable and a waste of money.
1,Not happy with the product. The stitching has started to come off within 3 months,
1,The bag strap buckle is broken after one week of use.,The bag strap buckle is broken after one week of use.
1,Poor quality,Looks cheap
1,Pathetic,"Dont buy..

Quality is not good ."
1,Product quality is bad for the piece I received as it was dirty from back,Condition was bad n it was dirty from back. I had to clean it. It smells bad n say her bad
1,Received a used laptop bag with oil stains,The product has been used extensively as seen from the oil stain and edges fraying. It is very disappointing especially since I placed the order after reading reviews
1,Broke after two trips,I loved this bag. It was very convenient and easy travel with. Until my second trip when the strap broke. The cheap plastic snap broke. Now it’s unusable and a waste of money.
4,Good,Nice
4,Bag Quality,Bag Quality good but charging pot is damage
4,Good looking bag,"Good product. Easy to carry.
Quality also good.
Worth for buying
Thanks to Amazon"
4,Nice bag,Nice product
4,One should definitely buy this,"It's been 4 years and still using it , superior quality"
4,ADISA LAPTOP BAG 31LTR,"After 40days review, super quality and comfort"
4,Must Buy,"The Product appearance is good .
Very comfortable to carry..."
4,Adored,Can carry 2 sets of clothes with laptop
3,Material and design,Stitching bad quality after 6month material torn
4,Good product.,It's not waterproof. But quality is good
4,Quality,"It's very good product, I am writing this almost one year after"
5,Sufficient space,"As other products in this range provide a very small space, this product is something great with larger space and having a nice quality. Moderate water resistant type but this bag design is quite good and easy to carry and it's strips are really better than other many bags in this range."
3,"Not worthy, looks cheap quality","Not worthy, looks cheap quality"
3,Simple bag,"The bag is simple
If dont find any same size bag at this price @349 then it is ok"
5,Good Quality,"The material is very good, looks elegant. the size is appropriate for laptop and other things to carry. The straps had good cushion and comfortable. Looks wise it is versatile."
4,Good quality,Is price me quality bht achi hai.
3,Okay satisfied,Good money save
5,Good product,Good product. Ample space. Good looking.
